"SEMESTER","AINE_STR","UKSUS","AINEKOOD","AINE","toomaht_1","toomaht_2","toomaht_3","toomaht_4","toomaht_5","hinne_ainele_F","hinne_ainele_E","hinne_ainele_D","hinne_ainele_C","hinne_ainele_B","hinne_ainele_A","arvestatud","mittearvestatud","hinne_A","hinne_B","hinne_C","hinne_D","hinne_E","hinne_F","mitteilmunud"
"K","LT","LTTI","LOTI.05.046","Kujundituvastuse alused",NA,6,13,NA,NA,2,2,NA,1,8,6,0,0,10,5,1,3,0,0,0
"K","LT","LTTI","LOTI.05.047","Tõenäosusmudelid arvutitehnikas",NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,0,0,3,2,0,0,0,0,0
"K","LT","LTTI","LOTI.05.055","Digitaalne loogika",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,4,4,1,0,0,0
"K","LT","LTTI","LOTI.05.056","Automaatikasüsteemide tehnika",NA,1,3,NA,1,1,NA,NA,NA,1,3,0,0,4,0,0,0,0,0,1
"K","LT","LTTI","LOTI.05.057","Robotitehnoloogia",1,3,12,1,NA,NA,NA,NA,1,5,11,0,0,10,2,5,0,0,0,1
"K","LT","LTTI","LOTI.05.060","Nutilahenduste praktikum",2,3,25,2,NA,NA,NA,3,1,4,24,42,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.062","Juhtimissüsteemid",NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,0,0,6,1,4,6,0,0,1
"K","LT","LTTI","LOTI.05.064","Digitaalne signaalitöötlus",1,1,8,1,2,NA,2,2,4,2,3,0,0,4,5,5,3,0,1,0
"K","LT","LTTI","LOTI.05.070","Kosmose- ja militaartehnoloogia seminar",NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,5,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.072","Kosmosetehnoloogia projekt",NA,NA,4,NA,1,NA,NA,NA,NA,NA,5,11,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.073","Militaar- ja sisekaitsetehnoloogiad",1,2,4,2,NA,NA,NA,NA,2,3,4,13,4,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.076","Arvutisimulatsioonide seminar",1,NA,3,NA,NA,NA,NA,NA,NA,1,3,5,0,0,0,0,0,0,0,0
"K","LT","LTTI","LOTI.05.077","Kosmosesüsteemid",NA,NA,5,NA,NA,NA,NA,NA,NA,1,4,0,0,3,3,1,0,0,0,0
"K","LT","LTFY","LTFY.01.001","Loodusainete praktikumid põhikoolis ja gümnaasiumis",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,0,0,0,0,0,0
"K","LT","LTFY","LTFY.01.004","Füüsika praktikum I - mehaanika ja soojusõpetus",NA,2,18,3,NA,NA,NA,NA,8,6,9,28,1,0,0,0,0,0,0,2
"K","LT","LTFY","LTFY.01.006","Mehaanika ja soojusõpetus",NA,NA,20,12,NA,1,1,3,10,8,9,0,0,17,10,2,2,0,5,1
"K","LT","LTFY","LTFY.01.010","Füüsika õppemeetodid",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,2,0,1,0,0
"K","LT","LTFY","LTFY.02.003","Materjaliteaduse ülevaatekursus",NA,1,40,22,6,NA,19,13,26,9,2,0,0,5,14,16,7,2,5,6
"K","LT","LTFY","LTFY.03.001","Fotoonika projekt",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,0,3,0,1,0,0,0,0
"K","LT","LTKT","LTKT.06.010","Toiduohutuse hindamine",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3,0,0,0,0,0,0,0,0
"K","LT","LTMR","LTMR.02.001","Elusloodus ja evolutsioon",NA,NA,11,5,1,NA,1,4,6,4,2,0,0,2,1,6,4,8,0,0
"K","LT","LTMS","LTMS.00.005","Integraalvõrrandite kiire lahendamise seminar",NA,1,4,NA,NA,NA,NA,NA,1,3,1,5,0,0,0,0,0,0,0,0
"K","LT","LTMS","LTMS.00.010","Banachi ruumide seminar II",NA,NA,9,NA,NA,NA,NA,NA,NA,1,8,9,0,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.00.001","Bioloogia ning elustiku kaitse erialaseminar",NA,3,5,5,1,NA,3,NA,3,4,4,36,1,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.00.006","Koosluste välipraktikum",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,16,0,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.02.001","Linnaplaneerimise praktikum",NA,NA,1,1,NA,NA,NA,NA,1,1,NA,4,1,0,0,0,0,0,0,0
"K","LT","LTOM","LTOM.02.003","Andmemudelite loomine UML/GML abil ja ruumiandmete levitamine WFS teenusega",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,0,0,0,0,0,0,0,0
"K","LT","LTTI","LTTI.00.003","Sissejuhatus analüütilisse modelleerimisse",NA,NA,12,2,1,1,1,NA,5,4,4,0,0,7,3,5,4,1,0,2
"K","LT","LTTI","LTTI.00.012","Laboratoorsed projektid",NA,NA,11,2,1,NA,NA,NA,1,6,7,20,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.017","Rakendustarkvara: TeX",NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,3,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.032","Kasutajaliideste kavandamine",4,15,40,4,2,1,4,5,4,11,40,0,0,57,15,7,3,0,7,0
"K","LT","LTAT","MTAT.03.044","Rakendustarkvara: ACCESS",NA,1,1,1,1,NA,NA,NA,NA,2,2,5,0,0,0,0,0,0,0,2
"K","LT","LTAT","MTAT.03.104","Informaatika didaktika seminar",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,6,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.105","Sissejuhatus andmebaasidesse",NA,NA,8,NA,NA,NA,NA,NA,NA,4,4,12,1,0,0,0,0,0,0,4
"K","LT","LTAT","MTAT.03.130","Objektorienteeritud programmeerimine",2,4,101,48,23,NA,2,2,14,57,103,0,0,63,48,30,31,15,39,3
"K","LT","LTAT","MTAT.03.132","Multimeedia",2,5,13,3,NA,NA,NA,NA,2,7,14,31,2,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.03.134","Andmeturve",1,11,56,11,4,NA,NA,4,8,32,39,0,0,15,31,30,13,14,14,5
"K","LT","LTAT","MTAT.03.149","Infotehnoloogia koolis",NA,3,11,NA,NA,NA,1,NA,2,5,6,28,1,0,0,0,0,0,0,2
"K","LT","LTAT","MTAT.03.159","Tarkvara testimine",2,6,42,3,NA,NA,3,NA,7,21,22,0,0,26,29,17,6,4,7,0
"K","LT","LTAT","MTAT.03.183","Andmekaeve",NA,3,20,29,45,NA,3,8,23,37,26,0,0,56,15,14,1,1,11,0
"K","LT","LTAT","MTAT.03.227","Masinõpe",NA,NA,7,7,17,2,1,2,6,8,12,0,0,21,6,3,1,1,2,1
"K","LT","LTAT","MTAT.03.229","Ettevõttesüsteemide integreerimine",NA,NA,14,27,22,2,9,3,21,22,6,0,0,14,15,13,8,9,1,5
"K","LT","LTAT","MTAT.03.230","Veebirakenduste loomine",NA,2,21,22,19,9,4,7,12,17,15,0,0,11,16,28,22,12,6,4
"K","LT","LTAT","MTAT.03.231","Äriprotsesside juhtimine",NA,4,68,8,1,NA,1,5,10,25,40,0,0,18,34,26,21,4,0,4
"K","LT","LTAT","MTAT.03.233","Infotehnoloogia sotsiaalsed aspektid",1,7,33,15,9,1,10,13,19,10,12,0,0,35,24,16,9,10,9,3
"K","LT","LTAT","MTAT.03.236","Programmeerimise alused",4,4,66,22,7,NA,NA,1,9,28,65,156,21,0,0,0,0,0,0,5
"K","LT","LTAT","MTAT.03.242","Bioinformaatika seminar",NA,1,9,NA,1,NA,1,NA,NA,1,9,0,0,10,1,0,0,0,1,0
"K","LT","LTAT","MTAT.03.248","Sissejuhatus interneti-psühholoogiasse",2,6,33,6,3,9,10,12,6,13,NA,0,0,26,22,10,3,2,1,0
"K","LT","LTAT","MTAT.03.256","Programmeerimise alused II",NA,6,19,NA,5,1,NA,NA,1,6,22,0,0,36,13,4,4,1,14,7
"K","LT","LTAT","MTAT.03.264","Andmebaasid",3,21,77,9,4,NA,1,3,20,46,44,0,0,59,32,27,10,0,24,8
"K","LT","LTAT","MTAT.03.266","Mobiilirakenduste loomine. Projekt",NA,NA,1,1,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.269","Programmeerimisvõistlused",1,NA,2,NA,NA,NA,NA,NA,NA,2,1,5,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.270","Ettevõtte tarkvara seminar",NA,NA,23,8,NA,NA,1,3,10,8,9,49,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.271","Programmeerimiskeelte uurimisseminar",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.277","Andmekaeve uurimisseminar",NA,1,3,NA,NA,NA,NA,2,NA,1,1,10,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.278","Tarkvaraettevõtluse projekt",NA,1,5,NA,NA,NA,NA,NA,NA,NA,6,0,0,7,4,0,0,0,0,0
"K","LT","LTAT","MTAT.03.280","Mobiili- ja pilvearvutuse seminar",NA,NA,8,NA,2,NA,NA,NA,2,1,7,11,0,0,0,0,0,0,0,2
"K","LT","LTAT","MTAT.03.286","Algoritmid edasijõudnutele",1,2,4,1,NA,NA,NA,NA,1,1,6,0,0,3,3,3,1,0,2,0
"K","LT","LTAT","MTAT.03.287","Äriteadmuse seminar",NA,2,4,NA,NA,NA,1,1,1,2,1,7,2,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.292","Arvutusliku neuroteaduse seminar",NA,NA,10,NA,NA,NA,NA,NA,NA,3,7,14,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.297","Veebilehtede loomine",1,NA,27,19,32,NA,4,9,16,26,24,92,12,0,0,0,0,0,0,6
"K","LT","LTAT","MTAT.03.302","Programmeerimine koolis (Python)",NA,NA,4,3,NA,NA,NA,NA,NA,1,6,12,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.303","Õpiprogrammid",NA,NA,2,1,2,1,1,2,1,NA,NA,8,2,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.305","Arvutigraafika seminar",NA,NA,8,NA,NA,NA,NA,NA,NA,1,7,10,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.307","Turvalise tarkvaradisaini põhimõtted",1,1,22,7,9,NA,4,3,13,8,12,0,0,10,12,10,15,5,1,2
"K","LT","LTAT","MTAT.03.308","Ontoloogiadisain",NA,1,7,2,3,1,4,1,6,1,NA,0,0,0,1,3,6,4,1,2
"K","LT","LTAT","MTAT.03.310","Ärianalüüs",NA,2,20,17,6,NA,NA,1,3,19,22,0,0,8,17,22,10,0,2,0
"K","LT","LTAT","MTAT.03.313","Interaktiivsete eeskomponentide loomine",NA,NA,10,5,1,1,NA,NA,NA,3,12,0,0,8,7,1,1,0,2,0
"K","LT","LTAT","MTAT.03.315","Programmeerimismustrid arvutimängudes",1,1,17,1,NA,NA,NA,NA,1,7,12,0,0,13,3,5,1,0,0,0
"K","LT","LTAT","MTAT.03.317","Erikursus masinõppes",1,NA,8,1,NA,NA,NA,NA,3,3,4,18,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.03.321","Tabelitöötlus",NA,3,5,2,11,NA,3,3,5,8,2,28,5,0,0,0,0,0,0,3
"K","LT","LTAT","MTAT.03.322","Tekstitöötlus",NA,NA,11,5,9,NA,4,1,4,10,6,37,7,0,0,0,0,0,0,3
"K","LT","LTAT","MTAT.03.326","Andmeanalüüs tarkvaratehnikas",NA,1,2,NA,NA,NA,NA,NA,1,1,1,8,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.03.327","Java harjutused",2,2,18,13,6,2,1,2,1,7,28,46,13,0,0,0,0,0,0,4
"K","LT","LTAT","MTAT.03.328","Arvutigraafika projekt",NA,NA,3,1,NA,NA,NA,NA,NA,NA,4,6,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.05.085","Automaadid, keeled ja translaatorid",3,4,39,21,9,NA,1,3,11,22,39,0,0,23,8,17,23,21,13,5
"K","LT","LTAT","MTAT.05.106","Funktsionaalprogrammeerimine",NA,NA,10,1,NA,NA,NA,NA,4,4,3,0,0,3,1,3,0,1,2,1
"K","LT","LTAT","MTAT.05.108","Programmeerimiskeelte semantika",NA,NA,1,1,1,NA,NA,1,1,NA,1,0,0,0,1,0,1,1,0,0
"K","LT","LTAT","MTAT.05.111","Sissejuhatus matemaatilisse loogikasse",NA,NA,4,1,1,NA,NA,NA,1,2,3,0,0,0,0,3,1,4,1,2
"K","LT","LTAT","MTAT.05.116","Algoritmide ja teooria seminar",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.05.118","Kvantarvutus",NA,1,3,NA,1,NA,NA,1,NA,3,1,9,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.05.120","Kombinatoorne optimeerimine",1,2,4,3,NA,NA,NA,1,4,3,2,10,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.05.122","Graafid ja matemaatiline loogika",NA,7,78,30,6,2,4,17,37,34,27,0,0,13,22,22,41,35,8,22
"K","LT","LTAT","MTAT.06.045","Keeletehnoloogia",5,15,56,6,4,1,NA,NA,11,36,38,0,0,31,25,28,10,1,12,7
"K","LT","LTAT","MTAT.06.046","Keeletehnoloogia seminar",NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,2,0,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.06.048","Intelligentsed süsteemid",2,2,5,1,1,3,2,1,5,NA,NA,0,0,5,1,2,2,2,3,0
"K","LT","LTAT","MTAT.06.054","Eestikeelne kommunikatsioon arvutiteaduses",1,2,47,2,1,NA,1,5,5,20,22,75,3,0,0,0,0,0,0,4
"K","LT","LTAT","MTAT.06.057","Arvutisemantika",1,3,NA,NA,NA,NA,1,1,2,NA,NA,0,0,2,3,0,0,0,0,0
"K","LT","LTAT","MTAT.07.002","Krüptoloogia I",NA,NA,12,NA,NA,NA,NA,NA,1,4,7,0,0,2,3,3,1,2,3,1
"K","LT","LTAT","MTAT.07.015","Turvalise programmeerimise meetodid",NA,4,19,1,NA,NA,NA,2,5,12,5,0,0,13,7,6,2,0,1,2
"K","LT","LTAT","MTAT.07.016","Turvalise programmeerimise meetodid: Projektitöö",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,0,0,2,0,3,0
"K","LT","LTAT","MTAT.07.017","Rakenduslik krüptograafia",NA,1,9,2,5,NA,NA,1,NA,3,13,0,0,8,2,1,0,2,0,9
"K","LT","LTAT","MTAT.07.018","Sõjakunsti ajalugu: antiikajast võrgupõhise sõjapidamiseni",NA,5,11,NA,1,NA,NA,NA,3,9,5,25,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.07.022","Krüptograafia uurimisseminar",NA,NA,6,2,NA,NA,NA,NA,NA,2,6,12,0,0,0,0,0,0,0,1
"K","LT","LTAT","MTAT.07.025","Sissejuhatus matemaatilistesse baasmõistetesse krüptoloogias",NA,1,3,NA,NA,NA,NA,NA,NA,1,3,4,2,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.07.028","Infoturve",NA,1,72,18,6,NA,NA,NA,3,18,76,0,0,20,29,18,14,10,5,1
"K","LT","LTAT","MTAT.08.004","Võrgutehnoloogia II",NA,NA,8,NA,NA,NA,NA,NA,4,1,3,0,0,3,1,0,2,0,0,0
"K","LT","LTAT","MTAT.08.006","Operatsioonisüsteemid",NA,3,26,6,2,NA,4,5,13,7,8,0,0,38,7,0,0,0,2,2
"K","LT","LTAT","MTAT.08.021","Süsteemihaldus",NA,NA,59,12,9,NA,NA,6,8,30,36,0,0,13,15,19,30,0,2,12
"K","LT","LTAT","MTAT.08.022","Paralleelprogrammeerimise keeled",6,2,3,2,1,2,3,4,4,1,NA,0,0,6,6,3,1,3,0,2
"K","LT","LTAT","MTAT.08.024","Hajussüsteemide seminar",NA,NA,6,NA,NA,NA,NA,NA,1,1,4,8,1,0,0,0,0,0,0,0
"K","LT","LTAT","MTAT.08.025","Sissejuhatus teadusarvutustesse",NA,NA,3,NA,3,NA,1,2,1,1,1,0,0,2,2,3,0,0,4,2
"K","LT","LTAT","MTAT.08.027","Pilvetehnoloogia alused",NA,NA,12,3,NA,NA,NA,NA,2,8,5,0,0,3,5,9,2,2,1,2
"K","LT","LTAT","MTAT.08.040","Sissejuhatus arukatesse transpordisüsteemidesse",NA,1,12,1,NA,NA,NA,NA,3,4,7,0,0,3,8,9,2,0,0,0
"K","LT","LTMS","MTMM.00.005","Numbrilised meetodid",1,2,17,5,1,3,1,2,10,7,3,33,4,0,0,0,0,0,0,2
"K","LT","LTMS","MTMM.00.007","Eesti keele suuline ja kirjalik väljendusõpetus",1,1,4,1,NA,NA,NA,2,NA,5,NA,12,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.012","Arvuteooria",NA,NA,3,1,3,NA,NA,2,NA,3,2,0,0,2,1,6,0,2,1,1
"K","LT","LTMS","MTMM.00.038","Algebra I",NA,NA,7,14,21,1,1,5,11,8,16,0,0,8,6,10,2,11,25,0
"K","LT","LTMS","MTMM.00.047","Globaalanalüüs",NA,NA,3,1,NA,NA,NA,NA,NA,1,3,0,0,4,1,0,1,0,0,0
"K","LT","LTMS","MTMM.00.060","Diferentsiaalgeomeetria",NA,3,13,NA,1,NA,NA,NA,2,4,11,0,0,7,1,2,3,2,0,1
"K","LT","LTMS","MTMM.00.074","Topoloogilised vektorruumid",NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,0,0,2,0,0,0,0,1,0
"K","LT","LTMS","MTMM.00.095","Funktsionaalanalüüs I",NA,1,17,NA,2,NA,1,1,3,5,10,0,0,9,0,4,3,2,1,3
"K","LT","LTMS","MTMM.00.122","Õppekavad ja õpikud koolimatemaatikas",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,20,0,1,0,0,1,3
"K","LT","LTMS","MTMM.00.126","Matemaatika didaktika põhikoolile",NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,0,0,8,4,7,6,1,0,3
"K","LT","LTMS","MTMM.00.138","Aktiivõppe meetodid koolimatemaatikas",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,29,1,0,0,0,0,0,0,2
"K","LT","LTMS","MTMM.00.142","Geomeetria süvendusseminar",NA,NA,3,2,1,NA,NA,1,2,1,2,11,1,0,0,0,0,0,0,1
"K","LT","LTMS","MTMM.00.152","Matemaatika ajalugu",NA,2,8,NA,NA,NA,NA,NA,2,1,7,0,0,12,2,0,0,0,0,1
"K","LT","LTMS","MTMM.00.161","Elementaarmatemaatika I",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,13,3,5,1,0,1,2
"K","LT","LTMS","MTMM.00.182","Matemaatiline analüüs IV",NA,NA,5,3,1,NA,NA,NA,2,2,5,0,0,3,1,3,2,1,0,0
"K","LT","LTMS","MTMM.00.210","Mittekorrektsed ülesanded",NA,NA,2,NA,1,NA,NA,NA,1,NA,2,0,0,1,1,2,0,1,1,0
"K","LT","LTMS","MTMM.00.225","Tööstusmatemaatika mudelid",NA,1,1,NA,NA,NA,NA,NA,NA,1,1,3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.231","Matemaatika",NA,NA,16,12,8,NA,NA,3,9,15,9,0,0,7,16,16,19,5,9,0
"K","LT","LTMS","MTMM.00.256","Teoreetiline mehaanika",1,NA,4,NA,NA,NA,NA,NA,NA,2,3,0,0,2,3,1,1,2,0,0
"K","LT","LTMS","MTMM.00.273","Splain-aproksimatsioonid",NA,NA,2,1,NA,NA,NA,NA,NA,2,1,4,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.303","Elastsete süsteemide mehaanika",NA,1,3,NA,NA,NA,NA,NA,1,1,2,0,0,0,1,3,0,0,0,1
"K","LT","LTMS","MTMM.00.308","Bakalaureusetöö",NA,NA,1,2,2,NA,NA,NA,1,1,3,0,0,8,3,0,0,0,0,0
"K","LT","LTMS","MTMM.00.320","Matemaatika didaktika II",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,4,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.326","Matemaatiline modelleerimine",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.332","Seminar üliõpilaste matemaatika olümpiaadidest I",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,11,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.337","Õhukeseseinaliste plaatide ja koorikute seminar",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMM.00.340","Kõrgem matemaatika I",NA,NA,9,5,3,2,NA,2,2,4,7,0,0,0,0,1,6,7,14,0
"K","LT","LTMS","MTMM.00.341","Kõrgem matemaatika II",NA,3,115,31,8,NA,2,5,23,61,66,0,0,48,34,24,37,38,47,1
"K","LT","LTMS","MTMM.00.342","Matemaatiline maailmapilt",NA,1,12,3,1,NA,NA,NA,5,4,8,0,0,2,4,3,7,5,7,5
"K","LT","LTMS","MTMM.00.345","Elementaarmatemaatika II",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,0,0,3,1,0,2,0,0,0
"K","LT","LTMS","MTMM.00.356","Lie rühmad füüsikas ja geomeetrias",NA,1,2,NA,NA,NA,NA,NA,NA,1,2,0,0,2,0,1,0,0,1,0
"K","LT","LTMS","MTMS.00.008","Magistritöö",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,3,1,0,1,0,0,0
"K","LT","LTMS","MTMS.00.040","Bakalaureusetöö",NA,NA,6,2,NA,NA,NA,NA,NA,NA,8,0,0,10,2,0,0,0,0,0
"K","LT","LTMS","MTMS.00.043","Stohhastiliste mudelite seminar",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.008","Maatriksid statistikas",NA,1,12,1,NA,NA,NA,1,2,7,4,0,0,6,1,5,3,1,0,0
"K","LT","LTMS","MTMS.01.011","Üldistatud lineaarsed mudelid",NA,1,6,NA,NA,NA,NA,NA,1,5,1,0,0,2,4,2,0,0,0,2
"K","LT","LTMS","MTMS.01.016","Andmetöötlusmeetodid",NA,1,2,NA,NA,NA,NA,NA,1,1,1,6,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.020","Kvalitatiivsete andmete analüüs",NA,2,16,1,NA,NA,NA,1,4,5,9,0,0,8,5,4,6,3,2,0
"K","LT","LTMS","MTMS.01.033","Monte-Carlo meetodid",NA,1,4,7,6,NA,1,NA,9,5,3,0,0,1,2,6,6,6,3,0
"K","LT","LTMS","MTMS.01.046","Korduvate mõõtmiste analüüs",NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.065","Mitmemõõtmeline statistika",NA,NA,3,NA,NA,NA,NA,1,1,1,NA,0,0,1,2,0,2,0,1,0
"K","LT","LTMS","MTMS.01.066","Dispersioonanalüüsi segamudelid",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,1,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.069","Andmeanalüüs I",1,4,16,1,2,1,NA,1,7,9,6,0,0,14,4,5,4,5,3,2
"K","LT","LTMS","MTMS.01.070","Biostatistika",1,3,4,NA,NA,NA,NA,NA,NA,1,7,0,0,4,3,1,1,0,0,0
"K","LT","LTMS","MTMS.01.071","Lineaarsed mudelid",NA,1,2,NA,NA,NA,NA,NA,1,NA,2,0,0,1,2,1,0,0,1,0
"K","LT","LTMS","MTMS.01.088","Mitmemõõtmeline analüüs",NA,2,1,1,NA,NA,1,NA,1,NA,2,0,0,2,3,1,0,0,3,2
"K","LT","LTMS","MTMS.01.091","Empiiriliste teadusuuringute statistilise andmetöötluse alused",NA,NA,3,1,NA,NA,NA,NA,NA,1,3,0,0,5,3,1,1,0,0,2
"K","LT","LTMS","MTMS.01.093","Eesti õigekeelsus ja väljendusõpetus",2,3,8,NA,NA,NA,NA,NA,NA,9,4,13,0,0,0,0,0,0,0,1
"K","LT","LTMS","MTMS.01.100","Statistiline andmeteadus ja visualiseerimine",NA,1,1,2,1,NA,NA,NA,NA,NA,5,9,1,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.01.102","Tehisõppe seminar",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.02.003","Juhuslikud protsessid",NA,1,14,3,1,NA,NA,NA,3,5,11,0,0,3,8,6,5,1,0,0
"K","LT","LTMS","MTMS.02.038","Simulatsioonimeetodid finantsmatemaatikas",NA,NA,3,1,NA,NA,NA,NA,NA,3,1,0,0,1,1,0,3,6,4,0
"K","LT","LTMS","MTMS.02.043","Magistriseminar",NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.02.046","Tehisõpe I",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0,0
"K","LT","LTMS","MTMS.02.052","Elukindlustusmatemaatika II",NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,9,0,0,0,0,0,0,0,1
"K","LT","LTMS","MTMS.02.053","Kahjukindlustusmatemaatika",NA,NA,8,NA,1,NA,NA,NA,1,2,6,0,0,1,5,4,3,4,2,0
"K","LT","LTMS","MTMS.02.059","Tõenäosusteooria ja matemaatiline statistika",2,14,105,27,12,3,3,11,36,47,60,0,0,41,42,52,55,29,55,7
"K","MV","AR00","AR00.00.100","Teadustöö üliõpilastele",NA,3,5,3,NA,NA,NA,1,4,2,4,0,0,23,0,0,0,0,0,0
"K","MV","MVCM","ARAI.01.043","Anestesioloogia ja intensiivravi",1,2,19,NA,NA,NA,NA,1,1,11,9,40,0,0,0,0,0,0,0,0
"K","MV","MVCM","ARAI.01.045","Anestesioloogia ja intensiivravi",NA,1,53,7,1,NA,NA,NA,NA,9,53,70,0,0,0,0,0,0,0,0
"K","MV","MVCM","ARAI.01.054","Kriitilised seisundid erakorralises meditsiinis",NA,1,32,3,2,NA,NA,NA,2,11,25,50,0,0,0,0,0,0,0,0
"K","MV","MVBS","ARAN.01.038","Anatoomia",NA,1,68,57,21,NA,NA,4,17,59,67,0,0,32,47,46,29,19,13,5
"K","MV","MVBS","ARAN.01.039","Anatoomia",NA,NA,12,6,6,NA,NA,NA,1,9,14,0,0,2,6,9,5,5,0,0
"K","MV","MVBS","ARAN.01.040","Süvapreparatsioonikursus",1,8,53,10,1,NA,NA,1,7,18,47,175,2,0,0,0,0,0,0,0
"K","MV","MVBS","ARAN.02.005","Histoloogia",1,6,105,16,5,NA,NA,1,14,47,71,0,0,32,41,51,42,16,2,8
"K","MV","MVBS","ARAN.02.024","Histoloogia",NA,2,14,5,1,NA,NA,NA,2,7,13,0,0,9,8,5,1,3,0,0
"K","MV","MVBS","ARAN.02.025","Inimese histoloogia",NA,NA,7,4,NA,NA,NA,1,1,5,4,0,0,4,5,2,2,0,0,0
"K","MV","MVBS","ARAN.03.014","Regionaalne ja kliiniline anatoomia",NA,NA,20,4,1,NA,NA,NA,NA,4,21,28,0,0,0,0,0,0,0,0
